TBLID,GEOID,GEONAME,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",11,5 to 9 units,"57,982","+/-4,374",3.8,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",12,10 to 19 units,"50,800","+/-3,725",3.3,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",13,20 or more units,"86,432","+/-4,034",5.7,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",14,Mobile home,"3,788","+/-1,006",0.2,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",15,"Boat, RV, van, etc.",0,+/-254,0.0,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",15.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",15.5,YEAR STRUCTURE BUILT,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",16,Total housing units,"1,526,801","+/-7,559","1,526,801",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",17,Built 2020 or later,"1,203",+/-483,0.1,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",18,Built 2010 to 2019,"37,324","+/-2,783",2.4,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",19,Built 2000 to 2009,"185,381","+/-6,216",12.1,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",20,Built 1990 to 1999,"226,002","+/-6,746",14.8,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",21,Built 1980 to 1989,"240,279","+/-6,184",15.7,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",22,Built 1970 to 1979,"353,495","+/-8,487",23.2,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",23,Built 1960 to 1969,"265,517","+/-7,604",17.4,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",24,Built 1950 to 1959,"135,034","+/-5,511",8.8,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",25,Built 1940 to 1949,"53,792","+/-2,863",3.5,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",26,Built 1939 or earlier,"28,774","+/-2,826",1.9,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",26.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",26.5,ROOMS,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",27,Total housing units,"1,526,801","+/-7,559","1,526,801",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",28,1 room,"29,454","+/-2,727",1.9,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",29,2 rooms,"54,027","+/-3,552",3.5,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",30,3 rooms,"146,137","+/-6,460",9.6,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",31,4 rooms,"434,140","+/-9,409",28.4,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",32,5 rooms,"550,700","+/-9,808",36.1,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",33,6 rooms,"204,985","+/-7,022",13.4,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",34,7 rooms,"62,540","+/-3,931",4.1,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",35,8 rooms,"28,233","+/-2,339",1.8,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",36,9 rooms or more,"16,585","+/-1,820",1.1,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",37,Median rooms,4.7,+/-0.1,(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",37.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",37.5,BEDROOMS,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",38,Total housing units,"1,526,801","+/-7,559","1,526,801",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",39,No bedroom,"29,808","+/-2,701",2.0,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",40,1 bedroom,"86,332","+/-4,637",5.7,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",41,2 bedrooms,"299,660","+/-8,466",19.6,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",42,3 bedrooms,"883,194","+/-11,358",57.8,+/-0.7
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",43,4 bedrooms,"203,373","+/-8,079",13.3,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",44,5 or more bedrooms,"24,434","+/-2,464",1.6,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",44.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",44.5,HOUSING TENURE,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",45,Occupied housing units,"1,165,982","+/-9,161","1,165,982",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",46,Owner-occupied,"800,555","+/-10,264",68.7,+/-0.7
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",47,Renter-occupied,"365,427","+/-8,509",31.3,+/-0.7
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",47.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",48,Average household size of owner-occupied unit,2.83,+/-0.03,(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",49,Average household size of renter-occupied unit,2.64,+/-0.04,(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",49.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",49.5,YEAR HOUSEHOLDER MOVED INTO UNIT,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",50,Occupied housing units,"1,165,982","+/-9,161","1,165,982",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",51,Moved in 2019 or later,"164,122","+/-5,611",14.1,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",52,Moved in 2015 to 2018,"168,285","+/-6,441",14.4,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",53,Moved in 2010 to 2014,"119,683","+/-4,779",10.3,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",54,Moved in 2000 to 2009,"230,413","+/-7,522",19.8,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",55,Moved in 1990 to 1999,"166,033","+/-6,802",14.2,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",56,Moved in 1989 and earlier,"317,446","+/-5,906",27.2,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",56.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",56.5,VEHICLES AVAILABLE,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",57,Occupied housing units,"1,165,982","+/-9,161","1,165,982",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",58,No vehicles available,"156,706","+/-4,923",13.4,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",59,1 vehicle available,"470,005","+/-9,308",40.3,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",60,2 vehicles available,"364,721","+/-10,100",31.3,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",61,3 or more vehicles available,"174,550","+/-6,587",15.0,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",61.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",61.5,HOUSE HEATING FUEL,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",62,Occupied housing units,"1,165,982","+/-9,161","1,165,982",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",63,Utility gas,"1,015",+/-417,0.1,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",64,"Bottled, tank, or LP gas","7,847","+/-1,107",0.7,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",65,Electricity,"106,536","+/-4,527",9.1,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",66,"Fuel oil, kerosene, etc.",194,+/-242,0.0,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",67,Coal or coke,145,+/-238,0.0,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",68,Wood,106,+/-176,0.0,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",69,Solar energy,"6,454","+/-1,307",0.6,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",70,Other fuel,291,+/-378,0.0,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",71,No fuel used,"1,043,394","+/-10,056",89.5,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",71.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",71.5,SELECTED CHARACTERISTICS,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",72,Occupied housing units,"1,165,982","+/-9,161","1,165,982",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",73,Lacking complete plumbing facilities,"11,939","+/-1,807",1.0,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",74,Lacking complete kitchen facilities,"13,077","+/-2,065",1.1,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",75,No telephone service available,"27,760","+/-2,687",2.4,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",75.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",75.5,OCCUPANTS PER ROOM,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",76,Occupied housing units,"1,165,982","+/-9,161","1,165,982",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",77,1.00 or less,"1,139,476","+/-9,219",97.7,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",78,1.01 to 1.50,"21,323","+/-2,658",1.8,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",79,1.51 or more,"5,183","+/-1,094",0.4,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",79.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",79.5,VALUE,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",80,Owner-occupied units,"800,555","+/-10,264","800,555",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",81,"Less than $50,000","62,490","+/-4,169",7.8,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",82,"$50,000 to $99,999","255,913","+/-8,515",32.0,+/-0.9
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",83,"$100,000 to $149,999","242,348","+/-6,948",30.3,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",84,"$150,000 to $199,999","122,541","+/-6,581",15.3,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",85,"$200,000 to $299,999","74,729","+/-4,877",9.3,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",86,"$300,000 to $499,999","28,436","+/-2,671",3.6,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",87,"$500,000 to $999,999","10,759","+/-1,881",1.3,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",88,"$1,000,000 or more","3,339",+/-868,0.4,+/-0.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",89,Median (dollars),"114,100","+/-1,225",(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",89.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",89.5,MORTGAGE STATUS,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",90,Owner-occupied units,"800,555","+/-10,264","800,555",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",91,Housing units with a mortgage,"295,511","+/-8,171",36.9,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",92,Housing units without a mortgage,"505,044","+/-8,278",63.1,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",92.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",92.5,SELECTED MONTHLY OWNER COSTS (SMOC),,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",93,Housing units with a mortgage,"295,511","+/-8,171","295,511",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",94,Less than $500,"29,750","+/-3,011",10.1,+/-1.0
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",95,$500 to $999,"172,127","+/-6,745",58.2,+/-1.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",96,"$1,000 to $1,499","60,920","+/-4,253",20.6,+/-1.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",97,"$1,500 to $1,999","17,745","+/-2,358",6.0,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",98,"$2,000 to $2,499","7,989","+/-1,770",2.7,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",99,"$2,500 to $2,999","3,283","+/-1,072",1.1,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",100,"$3,000 or more","3,697",+/-937,1.3,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",101,Median (dollars),823,+/-13,(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",101.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",102,Housing units without a mortgage,"505,044","+/-8,278","505,044",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",103,Less than $250,"401,123","+/-7,954",79.4,+/-1.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",104,$250 to $399,"67,183","+/-4,260",13.3,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",105,$400 to $599,"25,072","+/-2,738",5.0,+/-0.5
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",106,$600 to $799,"5,847","+/-1,214",1.2,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",107,$800 to $999,"2,866","+/-1,012",0.6,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",108,"$1,000 or more","2,953",+/-969,0.6,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",109,Median (dollars),148,+/-3,(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",109.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",109.5,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",110,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"289,929","+/-8,142","289,929",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",111,Less than 20.0 percent,"105,089","+/-5,628",36.2,+/-1.7
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",112,20.0 to 24.9 percent,"40,583","+/-3,444",14.0,+/-1.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",113,25.0 to 29.9 percent,"33,773","+/-2,938",11.6,+/-0.9
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",114,30.0 to 34.9 percent,"21,302","+/-2,671",7.3,+/-0.9
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",115,35.0 percent or more,"89,182","+/-4,769",30.8,+/-1.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",115.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",116,Not computed,"5,582","+/-1,274",(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",116.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",117,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"483,483","+/-8,152","483,483",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",118,Less than 10.0 percent,"274,059","+/-7,647",56.7,+/-1.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",119,10.0 to 14.9 percent,"83,408","+/-4,934",17.3,+/-1.0
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",120,15.0 to 19.9 percent,"43,894","+/-3,360",9.1,+/-0.7
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",121,20.0 to 24.9 percent,"23,417","+/-2,641",4.8,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",122,25.0 to 29.9 percent,"13,838","+/-1,755",2.9,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",123,30.0 to 34.9 percent,"9,665","+/-1,504",2.0,+/-0.3
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",124,35.0 percent or more,"35,202","+/-2,869",7.3,+/-0.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",124.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",125,Not computed,"21,561","+/-2,138",(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",125.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",125.5,GROSS RENT,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",126,Occupied units paying rent,"230,343","+/-6,866","230,343",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",127,Less than $500,"114,004","+/-5,155",49.5,+/-1.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",128,$500 to $999,"98,264","+/-5,129",42.7,+/-1.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",129,"$1,000 to $1,499","13,891","+/-2,071",6.0,+/-0.8
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",130,"$1,500 to $1,999","2,327",+/-961,1.0,+/-0.4
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",131,"$2,000 to $2,499",736,+/-518,0.3,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",132,"$2,500 to $2,999",469,+/-430,0.2,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",133,"$3,000 or more",652,+/-413,0.3,+/-0.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",134,Median (dollars),504,+/-12,(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",134.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",135,No rent paid,"135,084","+/-5,680",(X),(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",135.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",135.5,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",136,Occupied units paying rent (excluding units where GRAPI cannot be computed),"205,890","+/-6,846","205,890",(X)
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",137,Less than 15.0 percent,"24,409","+/-2,679",11.9,+/-1.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",138,15.0 to 19.9 percent,"25,923","+/-2,751",12.6,+/-1.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",139,20.0 to 24.9 percent,"24,188","+/-2,453",11.7,+/-1.1
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",140,25.0 to 29.9 percent,"24,956","+/-3,369",12.1,+/-1.6
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",141,30.0 to 34.9 percent,"18,560","+/-2,639",9.0,+/-1.2
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",142,35.0 percent or more,"87,854","+/-4,206",42.7,+/-1.7
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",142.3,,,,,
DP04,5001800US7298,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",143,Not computed,"159,537","+/-6,000",(X),(X)
