TBLID,GEOID,GEONAME,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",32.3,,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",32.5,RACE,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",33,Total population,"670,050",*****,"670,050",(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",34,One race,"605,430","+/-5,318",90.4,+/-0.8
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",35,Two or more races,"64,620","+/-5,318",9.6,+/-0.8
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",35.3,,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",36,One race,"605,430","+/-5,318",90.4,+/-0.8
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",37,White,"253,842","+/-2,571",37.9,+/-0.4
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",38,Black or African American,"289,302","+/-3,578",43.2,+/-0.5
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",39,American Indian and Alaska Native,"1,281",+/-602,0.2,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",40,Cherokee tribal grouping,(X),(X),(X),(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",41,Chippewa tribal grouping,(X),(X),(X),(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",42,Navajo tribal grouping,(X),(X),(X),(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",43,Sioux tribal grouping,(X),(X),(X),(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",44,Asian,"27,692","+/-1,388",4.1,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",45,Asian Indian,"7,664","+/-1,457",1.1,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",46,Chinese,"6,813","+/-1,342",1.0,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",47,Filipino,"2,676",+/-931,0.4,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",48,Japanese,912,+/-513,0.1,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",49,Korean,"3,820","+/-1,044",0.6,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",50,Vietnamese,949,+/-530,0.1,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",51,Other Asian,"4,858","+/-1,877",0.7,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",52,Native Hawaiian and Other Pacific Islander,153,+/-192,0.0,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",53,Native Hawaiian,N,N,N,N
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",54,Chamorro,N,N,N,N
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",55,Samoan,N,N,N,N
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",56,Other Pacific Islander,N,N,N,N
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",57,Some other race,"33,160","+/-5,008",4.9,+/-0.7
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",58,Two or more races,"64,620","+/-5,318",9.6,+/-0.8
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",59,White and Black or African American,"10,946","+/-2,019",1.6,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",60,White and American Indian and Alaska Native,"2,161",+/-521,0.3,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",61,White and Asian,"7,245","+/-1,227",1.1,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",62,Black or African American and American Indian and Alaska Native,"3,387","+/-1,871",0.5,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",62.3,,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",62.5,Race alone or in combination with one or more other races,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",63,Total population,"670,050",*****,"670,050",(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",64,White,"306,793","+/-5,582",45.8,+/-0.8
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",65,Black or African American,"315,284","+/-3,437",47.1,+/-0.5
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",66,American Indian and Alaska Native,"10,232","+/-2,559",1.5,+/-0.4
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",67,Asian,"38,928","+/-1,705",5.8,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",68,Native Hawaiian and Other Pacific Islander,813,+/-490,0.1,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",69,Some other race,"68,745","+/-3,850",10.3,+/-0.6
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",69.3,,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",69.5,HISPANIC OR LATINO AND RACE,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",70,Total population,"670,050",*****,"670,050",(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",71,Hispanic or Latino (of any race),"76,919",*****,11.5,*****
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",72,Mexican,"11,457","+/-2,365",1.7,+/-0.4
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",73,Puerto Rican,"8,507","+/-2,446",1.3,+/-0.4
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",74,Cuban,"3,802","+/-1,514",0.6,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",75,Other Hispanic or Latino,"53,153","+/-3,639",7.9,+/-0.5
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",76,Not Hispanic or Latino,"593,131",*****,88.5,*****
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",77,White alone,"244,063","+/-1,682",36.4,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",78,Black or African American alone,"285,945","+/-2,974",42.7,+/-0.4
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",79,American Indian and Alaska Native alone,277,+/-191,0.0,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",80,Asian alone,"26,908","+/-1,273",4.0,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",81,Native Hawaiian and Other Pacific Islander alone,86,+/-144,0.0,+/-0.1
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",82,Some other race alone,"4,324","+/-1,760",0.6,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",83,Two or more races,"31,528","+/-3,534",4.7,+/-0.5
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",84,Two races including Some other race,"5,187","+/-1,299",0.8,+/-0.2
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",85,"Two races excluding Some other race, and Three or more races","26,341","+/-3,260",3.9,+/-0.5
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",85.3,,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",86,Total housing units,"357,482",+/-47,(X),(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",86.3,,,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",86.5,"CITIZEN, VOTING AGE POPULATION",,,,
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",87,"Citizen, 18 and over population","502,670","+/-3,677","502,670",(X)
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",88,Male,"234,461","+/-2,326",46.6,+/-0.3
DP05,5001800US1198,"Delegate District (at Large) (118th Congress), District of Columbia",89,Female,"268,209","+/-2,429",53.4,+/-0.3
